,Media,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
128,CBS,Sat Mar 17 17:42:43 +0000 2018,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog,0.6166,0.161,0.0,0.839,72
129,CBS,Sat Mar 17 14:00:03 +0000 2018,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL,0.7096,0.247,0.0,0.753,71
130,CBS,Fri Mar 16 22:53:21 +0000 2018,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i,0.296,0.104,0.0,0.896,70
131,CBS,Fri Mar 16 18:15:53 +0000 2018,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…",0.0,0.0,0.0,1.0,69
132,CBS,Fri Mar 16 16:28:40 +0000 2018,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP,0.6514,0.178,0.0,0.822,68
133,CBS,Thu Mar 15 17:54:06 +0000 2018,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions 🗣💬➡️ https://t.co/ie1…",0.7088,0.237,0.0,0.763,67
134,CBS,Thu Mar 15 17:20:26 +0000 2018,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…,-0.4939,0.077,0.157,0.766,66
135,CBS,Thu Mar 15 16:42:41 +0000 2018,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb,0.6514,0.194,0.0,0.806,65
136,CBS,Thu Mar 15 14:32:16 +0000 2018,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR,0.6115,0.266,0.0,0.734,64
137,CBS,Wed Mar 14 19:30:01 +0000 2018,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S",0.6696,0.219,0.0,0.781,63
138,CBS,Tue Mar 13 18:48:52 +0000 2018,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…",0.3612,0.143,0.0,0.857,62
139,CBS,Tue Mar 13 14:15:10 +0000 2018,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI",0.539,0.179,0.0,0.821,61
140,CBS,Mon Mar 12 18:13:28 +0000 2018,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is 🔥🔥🔥! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…,0.2244,0.083,0.0,0.917,60
141,CBS,Mon Mar 12 01:20:43 +0000 2018,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…",0.0,0.0,0.0,1.0,59
142,CBS,Fri Mar 09 22:48:26 +0000 2018,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…,0.4926,0.117,0.0,0.883,58
143,CBS,Fri Mar 09 22:24:20 +0000 2018,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…",0.1275,0.113,0.092,0.795,57
144,CBS,Fri Mar 09 21:10:21 +0000 2018,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N",0.4215,0.177,0.0,0.823,56
145,CBS,Fri Mar 09 18:27:28 +0000 2018,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…",0.8658,0.447,0.0,0.553,55
146,CBS,Fri Mar 09 16:02:27 +0000 2018,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW,0.0,0.0,0.0,1.0,54
147,CBS,Thu Mar 08 18:00:49 +0000 2018,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT,0.8625,0.336,0.0,0.664,53
148,CBS,Thu Mar 08 17:03:04 +0000 2018,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy,0.4926,0.132,0.0,0.868,52
149,CBS,Wed Mar 07 18:39:10 +0000 2018,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. 🔥 Here's what critics are saying about #TheGoodF…",-0.2023,0.15,0.23,0.619,51
150,CBS,Wed Mar 07 17:06:02 +0000 2018,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",0.0,0.0,0.0,1.0,50
151,CBS,Tue Mar 06 18:10:59 +0000 2018,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",0.6705,0.244,0.0,0.756,49
152,CBS,Mon Mar 05 22:16:43 +0000 2018,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",0.3818,0.167,0.0,0.833,48
153,CBS,Sun Mar 04 08:05:26 +0000 2018,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",0.4404,0.116,0.0,0.884,47
154,CBS,Sat Mar 03 20:55:20 +0000 2018,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",0.0,0.0,0.0,1.0,46
155,CBS,Fri Mar 02 22:30:01 +0000 2018,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",0.7096,0.247,0.0,0.753,45
156,CBS,Fri Mar 02 20:30:01 +0000 2018,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",0.7096,0.282,0.0,0.718,44
157,CBS,Fri Mar 02 18:45:00 +0000 2018,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",0.4939,0.151,0.0,0.849,43
158,CBS,Thu Mar 01 18:59:01 +0000 2018,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,-0.6981,0.0,0.21,0.79,42
159,CBS,Thu Mar 01 18:12:57 +0000 2018,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",0.4547,0.159,0.092,0.749,41
160,CBS,Thu Mar 01 18:11:50 +0000 2018,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,0.8591,0.538,0.0,0.462,40
161,CBS,Thu Mar 01 18:10:50 +0000 2018,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,0.4885,0.234,0.151,0.615,39
162,CBS,Thu Mar 01 14:36:21 +0000 2018,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",0.5994,0.178,0.0,0.822,38
163,CBS,Thu Mar 01 14:29:20 +0000 2018,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",0.7717,0.325,0.0,0.675,37
164,CBS,Thu Mar 01 14:15:29 +0000 2018,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",0.6908,0.275,0.0,0.725,36
165,CBS,Thu Mar 01 13:50:11 +0000 2018,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",0.0,0.0,0.0,1.0,35
166,CBS,Thu Mar 01 01:04:52 +0000 2018,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,0.0,0.0,0.0,1.0,34
167,CBS,Wed Feb 28 19:56:58 +0000 2018,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",0.0,0.0,0.0,1.0,33
168,CBS,Wed Feb 28 19:08:30 +0000 2018,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",0.4404,0.116,0.0,0.884,32
169,CBS,Tue Feb 27 03:23:47 +0000 2018,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,0.5562,0.152,0.0,0.848,31
170,CBS,Mon Feb 26 22:50:32 +0000 2018,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",0.0,0.0,0.0,1.0,30
171,CBS,Mon Feb 26 21:08:30 +0000 2018,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",0.0,0.0,0.0,1.0,29
172,CBS,Mon Feb 26 19:53:41 +0000 2018,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",0.4482,0.105,0.0,0.895,28
173,CBS,Mon Feb 26 18:32:36 +0000 2018,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,0.784,0.266,0.0,0.734,27
174,CBS,Mon Feb 26 18:20:16 +0000 2018,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,0.9359,0.429,0.0,0.571,26
175,CBS,Mon Feb 26 16:53:56 +0000 2018,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",-0.5423,0.0,0.184,0.816,25
176,CBS,Mon Feb 26 16:52:01 +0000 2018,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",0.0,0.0,0.0,1.0,24
177,CBS,Mon Feb 26 16:17:55 +0000 2018,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",0.0,0.0,0.0,1.0,23
178,CBS,Mon Feb 26 01:12:32 +0000 2018,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",0.7644,0.231,0.0,0.769,22
179,CBS,Sun Feb 25 21:51:32 +0000 2018,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,0.0,0.0,0.0,1.0,21
180,CBS,Sun Feb 25 21:51:22 +0000 2018,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",0.0,0.0,0.0,1.0,20
181,CBS,Fri Feb 23 18:15:40 +0000 2018,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,0.5093,0.155,0.0,0.845,19
182,CBS,Thu Feb 22 19:26:52 +0000 2018,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",0.0,0.0,0.0,1.0,18
183,CBS,Wed Feb 21 19:20:04 +0000 2018,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,0.0,0.0,0.0,1.0,17
184,CBS,Wed Feb 21 18:19:25 +0000 2018,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",0.6808,0.248,0.0,0.752,16
185,CBS,Tue Feb 20 19:55:19 +0000 2018,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",0.4404,0.116,0.0,0.884,15
186,CBS,Tue Feb 20 17:58:18 +0000 2018,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",-0.4019,0.0,0.119,0.881,14
187,CBS,Tue Feb 20 17:39:51 +0000 2018,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,0.3612,0.128,0.0,0.872,13
188,CBS,Sat Feb 17 01:07:20 +0000 2018,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",0.6124,0.227,0.0,0.773,12
189,CBS,Fri Feb 16 18:42:43 +0000 2018,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",0.3182,0.108,0.0,0.892,11
190,CBS,Fri Feb 16 17:48:20 +0000 2018,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",0.68,0.248,0.0,0.752,10
191,CBS,Wed Feb 14 19:23:27 +0000 2018,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,0.8619,0.466,0.0,0.534,9
192,CBS,Tue Feb 13 20:03:56 +0000 2018,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",0.0,0.0,0.0,1.0,8
193,CBS,Tue Feb 13 18:54:52 +0000 2018,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",0.7506,0.252,0.0,0.748,7
194,CBS,Mon Feb 12 18:49:45 +0000 2018,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,0.0,0.0,0.0,1.0,6
195,CBS,Mon Feb 12 01:32:33 +0000 2018,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,0.0,0.0,0.0,1.0,5
196,CBS,Fri Feb 09 00:50:01 +0000 2018,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,0.8478,0.304,0.0,0.696,4
197,CBS,Thu Feb 08 16:09:35 +0000 2018,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,-0.5859,0.0,0.186,0.814,3
198,CBS,Wed Feb 07 18:35:19 +0000 2018,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",0.0516,0.066,0.0,0.934,2
199,CBS,Wed Feb 07 16:17:48 +0000 2018,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",0.5574,0.312,0.152,0.536,1
200,BBC,Tue Mar 20 17:33:03 +0000 2018,"Professor Stephen Hawking's funeral will take place in Cambridge - ""the city that he loved so much and which loved… https://t.co/LHh0Nfeh6U",0.34,0.16,0.102,0.738,100
201,BBC,Tue Mar 20 17:03:01 +0000 2018,"Un-bee-lievable! 🐝😍 Meet the woman who kept a bee as a pet. 
https://t.co/5zRxWpSGOH",0.0,0.0,0.0,1.0,99
202,BBC,Tue Mar 20 16:05:04 +0000 2018,"Arise, Sir Ringo! 🎖🎶@thebeatles drummer @ringostarrmusic has been knighted for his services to music.… https://t.co/OQLixgO2Zi",0.0,0.0,0.0,1.0,98
203,BBC,Tue Mar 20 15:33:03 +0000 2018,The first polar bear cub to be born in the UK for 25 years has emerged from his den at Scotland's Highland Wildlife… https://t.co/WZLoy2mz7y,0.0,0.0,0.0,1.0,97
204,BBC,Tue Mar 20 15:03:02 +0000 2018,"'Everybody has a voice'. ❤️️🎶

Rugby legends JPR Williams and JJ Williams visit @FMNChorus and the BBC National Cho… https://t.co/myuIpumZnL",0.4084,0.132,0.0,0.868,96
205,BBC,Tue Mar 20 14:24:06 +0000 2018,📸The best pictures from the 2018 Paralympic Winter Games in Pyeongchang: https://t.co/w8dYDPHkAw https://t.co/0SVnupv9rB,0.6369,0.259,0.0,0.741,95
206,BBC,Tue Mar 20 14:03:04 +0000 2018,Prince Harry and Meghan Markle have chosen an organic lemon and elderflower cake for their wedding in May. 🍰🍋💍… https://t.co/H7dWlxmYcR,0.0,0.0,0.0,1.0,94
207,BBC,Tue Mar 20 13:16:25 +0000 2018,"RT @BBCWalesNews: 🎟🎞🍿Cinema makes maths class an offer they can't refuse
Full story: https://t.co/Uwg6NTRFVF https://t.co/hr4dglHIu3",0.2235,0.119,0.0,0.881,93
208,BBC,Tue Mar 20 13:02:01 +0000 2018,"People always have an opinion. 🙄😂 Here's why @AlanCarr doesn't trust TripAdvisor reviews. #LiveAtTheApollo 

https://t.co/PvF6K9hYMI",-0.4023,0.0,0.162,0.838,92
209,BBC,Tue Mar 20 11:03:23 +0000 2018,"From a spot of spring cleaning to rolling cheese down a hill... 🕸🧀🌱

Here are nine ways to celebrate spring!… https://t.co/ujBmBsHast",0.6114,0.182,0.0,0.818,91
210,BBC,Tue Mar 20 10:30:04 +0000 2018,"Sudan, the world's last surviving male northern white rhino has died after months of ill health. 💔🦏… https://t.co/BnYne3cI2L",-0.6369,0.093,0.271,0.636,90
211,BBC,Tue Mar 20 10:04:02 +0000 2018,"This #InternationalDayOfHappiness, let's all try to be a little more like @chessmartinez. 😊👏#LiveAtTheApollo 

https://t.co/VddL8zWJfS",0.3642,0.173,0.0,0.827,89
212,BBC,Tue Mar 20 09:49:33 +0000 2018,"RT @BBCOne: They've finally quacked the case.

https://t.co/eq4dLcauhe",0.0,0.0,0.0,1.0,88
213,BBC,Tue Mar 20 09:49:23 +0000 2018,"RT @BBCEarth: Sudan’s death leaves just two females of the subspecies alive in the world 
https://t.co/kCpRCxFaFY",-0.3182,0.127,0.19,0.683,87
214,BBC,Tue Mar 20 09:49:10 +0000 2018,RT @bbcthree: RuPaul is the first drag queen to get a Hollywood star. Sissy that Walk of Fame.  https://t.co/SmqOPQizh3 https://t.co/hWb1Xm…,0.25,0.133,0.087,0.78,86
215,BBC,Tue Mar 20 09:49:02 +0000 2018,"RT @BBCBreakfast: ❄️❄️BBRRR....Could it be the coldest day yet for the Spring Equinox?
Let us know what temp it is where you are today.  #S…",0.0,0.0,0.0,1.0,85
216,BBC,Tue Mar 20 09:32:02 +0000 2018,"Meet Bumblebee and Gnat, two adorable badger cubs being raised at an animal sanctuary. 😍
https://t.co/Ihami0VtL0",0.4939,0.186,0.0,0.814,84
217,BBC,Tue Mar 20 09:03:04 +0000 2018,Spring is here! But what is the #SpringEquinox? 🌺🌻🌸🌱https://t.co/RiWP3PC7Yo https://t.co/FIKocYFP6C,0.0,0.0,0.0,1.0,83
218,BBC,Tue Mar 20 08:25:06 +0000 2018,Five times Beyonce and Jay-Z’s daughter Blue Ivy outshone her parents. ⭐️ https://t.co/JaNAzsofOm https://t.co/DnoyApY0yL,0.0,0.0,0.0,1.0,82
219,BBC,Tue Mar 20 08:03:03 +0000 2018,Traditional Highland Games sports such as tossing the caber and tug-of-war are to be taught in PE lessons. 🏆… https://t.co/jv5wlpmlyT,0.0,0.0,0.0,1.0,81
220,BBC,Tue Mar 20 17:33:03 +0000 2018,"Professor Stephen Hawking's funeral will take place in Cambridge - ""the city that he loved so much and which loved… https://t.co/LHh0Nfeh6U",0.34,0.16,0.102,0.738,80
221,BBC,Tue Mar 20 17:03:01 +0000 2018,"Un-bee-lievable! 🐝😍 Meet the woman who kept a bee as a pet. 
https://t.co/5zRxWpSGOH",0.0,0.0,0.0,1.0,79
222,BBC,Tue Mar 20 16:05:04 +0000 2018,"Arise, Sir Ringo! 🎖🎶@thebeatles drummer @ringostarrmusic has been knighted for his services to music.… https://t.co/OQLixgO2Zi",0.0,0.0,0.0,1.0,78
223,BBC,Tue Mar 20 15:33:03 +0000 2018,The first polar bear cub to be born in the UK for 25 years has emerged from his den at Scotland's Highland Wildlife… https://t.co/WZLoy2mz7y,0.0,0.0,0.0,1.0,77
224,BBC,Tue Mar 20 15:03:02 +0000 2018,"'Everybody has a voice'. ❤️️🎶

Rugby legends JPR Williams and JJ Williams visit @FMNChorus and the BBC National Cho… https://t.co/myuIpumZnL",0.4084,0.132,0.0,0.868,76
225,BBC,Tue Mar 20 14:24:06 +0000 2018,📸The best pictures from the 2018 Paralympic Winter Games in Pyeongchang: https://t.co/w8dYDPHkAw https://t.co/0SVnupv9rB,0.6369,0.259,0.0,0.741,75
226,BBC,Tue Mar 20 14:03:04 +0000 2018,Prince Harry and Meghan Markle have chosen an organic lemon and elderflower cake for their wedding in May. 🍰🍋💍… https://t.co/H7dWlxmYcR,0.0,0.0,0.0,1.0,74
227,BBC,Tue Mar 20 13:16:25 +0000 2018,"RT @BBCWalesNews: 🎟🎞🍿Cinema makes maths class an offer they can't refuse
Full story: https://t.co/Uwg6NTRFVF https://t.co/hr4dglHIu3",0.2235,0.119,0.0,0.881,73
228,BBC,Tue Mar 20 13:02:01 +0000 2018,"People always have an opinion. 🙄😂 Here's why @AlanCarr doesn't trust TripAdvisor reviews. #LiveAtTheApollo 

https://t.co/PvF6K9hYMI",-0.4023,0.0,0.162,0.838,72
229,BBC,Tue Mar 20 11:03:23 +0000 2018,"From a spot of spring cleaning to rolling cheese down a hill... 🕸🧀🌱

Here are nine ways to celebrate spring!… https://t.co/ujBmBsHast",0.6114,0.182,0.0,0.818,71
230,BBC,Tue Mar 20 10:30:04 +0000 2018,"Sudan, the world's last surviving male northern white rhino has died after months of ill health. 💔🦏… https://t.co/BnYne3cI2L",-0.6369,0.093,0.271,0.636,70
231,BBC,Tue Mar 20 10:04:02 +0000 2018,"This #InternationalDayOfHappiness, let's all try to be a little more like @chessmartinez. 😊👏#LiveAtTheApollo 

https://t.co/VddL8zWJfS",0.3642,0.173,0.0,0.827,69
232,BBC,Tue Mar 20 09:49:33 +0000 2018,"RT @BBCOne: They've finally quacked the case.

https://t.co/eq4dLcauhe",0.0,0.0,0.0,1.0,68
233,BBC,Tue Mar 20 09:49:23 +0000 2018,"RT @BBCEarth: Sudan’s death leaves just two females of the subspecies alive in the world 
https://t.co/kCpRCxFaFY",-0.3182,0.127,0.19,0.683,67
234,BBC,Tue Mar 20 09:49:10 +0000 2018,RT @bbcthree: RuPaul is the first drag queen to get a Hollywood star. Sissy that Walk of Fame.  https://t.co/SmqOPQizh3 https://t.co/hWb1Xm…,0.25,0.133,0.087,0.78,66
235,BBC,Tue Mar 20 09:49:02 +0000 2018,"RT @BBCBreakfast: ❄️❄️BBRRR....Could it be the coldest day yet for the Spring Equinox?
Let us know what temp it is where you are today.  #S…",0.0,0.0,0.0,1.0,65
236,BBC,Tue Mar 20 09:32:02 +0000 2018,"Meet Bumblebee and Gnat, two adorable badger cubs being raised at an animal sanctuary. 😍
https://t.co/Ihami0VtL0",0.4939,0.186,0.0,0.814,64
237,BBC,Tue Mar 20 09:03:04 +0000 2018,Spring is here! But what is the #SpringEquinox? 🌺🌻🌸🌱https://t.co/RiWP3PC7Yo https://t.co/FIKocYFP6C,0.0,0.0,0.0,1.0,63
238,BBC,Tue Mar 20 08:25:06 +0000 2018,Five times Beyonce and Jay-Z’s daughter Blue Ivy outshone her parents. ⭐️ https://t.co/JaNAzsofOm https://t.co/DnoyApY0yL,0.0,0.0,0.0,1.0,62
239,BBC,Tue Mar 20 08:03:03 +0000 2018,Traditional Highland Games sports such as tossing the caber and tug-of-war are to be taught in PE lessons. 🏆… https://t.co/jv5wlpmlyT,0.0,0.0,0.0,1.0,61
240,BBC,Mon Mar 19 19:33:04 +0000 2018,"Follow the dramatic and deadly series of events that took place at two funerals in Belfast in March 1988. 

The Fun… https://t.co/y3MZaR8hsi",-0.3818,0.0,0.11,0.89,60
241,BBC,Mon Mar 19 18:33:05 +0000 2018,"Leonardo DiCaprio stars in the true story of a con man who cashed fake cheques worth millions. 

Catch Me If You Ca… https://t.co/HWShPj9ngi",0.1531,0.175,0.116,0.709,59
242,BBC,Mon Mar 19 18:03:01 +0000 2018,"😂📸 @AlanCarr learned the hard way that you only get one shot at a school photo. #LiveAtTheApollo 

https://t.co/fv5JmcRgz4",-0.1027,0.0,0.08,0.92,58
243,BBC,Mon Mar 19 17:30:08 +0000 2018,🎤Pop band @FifthHarmony have announced they're taking a break to pursue solo careers 🎶https://t.co/tLOR7h1gZy https://t.co/5c77Cfjfp6,0.0,0.0,0.0,1.0,57
244,BBC,Mon Mar 19 17:00:05 +0000 2018,"Murder. Innocence. Lies. 

@AgathaChristie classic, #OrdealByInnocence, comes to @BBCOne soon.
https://t.co/qfJThHowXC",-0.7096,0.144,0.414,0.442,56
245,BBC,Mon Mar 19 16:33:29 +0000 2018,Here are the latest snow scenes from around the UK. ❄️📸 https://t.co/eTBGkQ4MPU https://t.co/txRHxkOn5C,0.0,0.0,0.0,1.0,55
246,BBC,Mon Mar 19 15:02:02 +0000 2018,'Flabbergasted'. 🎶This is the incredible moment when eight London teenagers heard a live opera singer for the first… https://t.co/jNki4Z61SE,0.0,0.0,0.0,1.0,54
247,BBC,Mon Mar 19 14:30:08 +0000 2018,"Meet the dancing slum kids tipped for stardom by Rihanna 🎶
https://t.co/R61fzQGIzd https://t.co/wGcvBKmdaZ",0.0,0.0,0.0,1.0,53
248,BBC,Mon Mar 19 13:44:55 +0000 2018,"RT @bbcgetinspired: The Nation's Billion Steps Challenge is here! 🙌 

Yesterday we did an amazing 431 million steps – can we do even better…",0.6588,0.212,0.0,0.788,52
249,BBC,Mon Mar 19 13:03:04 +0000 2018,"💭 ""There's always that voice in the back of your head that says you're not good enough"". 

 💪 @CarrieHFletcher on b… https://t.co/0AsBxFFiQA",-0.3412,0.0,0.112,0.888,51
250,BBC,Mon Mar 19 12:55:17 +0000 2018,RT @BBCRadioScot: This must have been some buzz! 🐝🐝🐝 https://t.co/0gqtbQBN1i,0.0,0.0,0.0,1.0,50
251,BBC,Mon Mar 19 12:30:05 +0000 2018,Where are the UK's youngest and oldest city populations? https://t.co/eIU7UzqHBS https://t.co/vdXMTDluuX,0.0,0.0,0.0,1.0,49
