,Media,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
252,BBC,Mon Mar 19 11:50:58 +0000 2018,RT @BBCSport: This 102-shot badminton rally will leave you exhausted... https://t.co/LFC4r4iwiz,-0.0516,0.0,0.107,0.893,48
253,BBC,Mon Mar 19 11:33:04 +0000 2018,"Have you got a passion for plants? 🌿🌸🌱🍃🌷

Test your knowledge of all things foliage in this quiz. 👉… https://t.co/evogV5ljAc",0.4588,0.143,0.0,0.857,47
254,BBC,Mon Mar 19 10:53:19 +0000 2018,"RT @BBCSport: 🎉 The Commonwealth Games are almost upon us! 🎉

Scotland's Lynsey Sharp has given us the inside track on preparing for succes…",0.0,0.0,0.0,1.0,46
255,BBC,Mon Mar 19 10:33:03 +0000 2018,The oldest dog that the Dogs Trust has ever looked after has been given a new home. ❤️️🐶https://t.co/h0WQHkfMEf https://t.co/ixb7gesOIj,0.5106,0.163,0.0,0.837,45
256,BBC,Mon Mar 19 09:58:24 +0000 2018,"RT @BBCR1: Desperately searching for any signs of spring like... 🌸

#MondayMotivation https://t.co/9jo3h4C7bu",-0.3818,0.0,0.191,0.809,44
257,BBC,Mon Mar 19 09:58:15 +0000 2018,"RT @BBCRadioWales: ❄️ Snowy Cardiff! ⛄️ 

What’s it like for you?

#ButePark 
#Cardiff 
#MiniBeast
#Snow https://t.co/O8gY1qjHVE",0.4199,0.157,0.0,0.843,43
258,BBC,Mon Mar 19 09:58:10 +0000 2018,"RT @BBCNews: Stem cell transplant ""game changer"" for MS patients https://t.co/BGWtdtXUAP",0.0,0.0,0.0,1.0,42
259,BBC,Mon Mar 19 09:57:58 +0000 2018,RT @BBCBreakfast: Anyone want to play a game of spot Tracey's feet? Our floor manager Tracey had to dive behind the sofa to avoid being on…,0.128,0.133,0.079,0.789,41
260,BBC,Mon Mar 19 09:32:02 +0000 2018,"'Who wants a normal life?' We should all be a little more like @chessmartinez. 👏💖 #LiveAtTheApollo

https://t.co/VddL8zWJfS",0.3642,0.152,0.0,0.848,40
261,BBC,Mon Mar 19 09:27:50 +0000 2018,"RT @BBCWthrWatchers: Some incredible photos sent in last night of the #Auroraborealis from Skye Woody, Cumbrian stargazer and DJStewie.  Di…",0.0,0.0,0.0,1.0,39
262,BBC,Mon Mar 19 08:45:02 +0000 2018,Beautiful spring blossom in south-west China has been captured by drone https://t.co/WTo7JjiKXw,0.5994,0.262,0.0,0.738,38
263,BBC,Mon Mar 19 08:02:00 +0000 2018,"🤔 Should we still be worried about the hole in the ozone layer?

🌤 @SimonOKing and @clarenasir investigate in their… https://t.co/SZV3Df9y0t",-0.296,0.0,0.109,0.891,37
264,BBC,Sun Mar 18 20:30:11 +0000 2018,"🏃💪 @LesDennis, @SimplySusannah, @Tameka_Empson and Miles Jupp embark on a muscle-grinding mission to regain their f… https://t.co/B1rXaalmk2",0.0,0.0,0.0,1.0,36
265,BBC,Sun Mar 18 20:03:04 +0000 2018,👎💌 Fans of K-Pop boyband member @IBGDRGN have been asked to stop sending fan mail to the army base where he's doing… https://t.co/ojtDZ3gMfb,0.0258,0.09,0.086,0.824,35
266,BBC,Sun Mar 18 19:33:04 +0000 2018,"Saoirse Ronan stars as Eilis, a young girl who jumps at the chance of a better life when she emigrates to New York.… https://t.co/NtHAfh6cjZ",0.5994,0.197,0.0,0.803,34
267,BBC,Sun Mar 18 18:44:02 +0000 2018,"Ruth Ellis was only 28 when she became the last woman hanged to death in the UK. 

#TheRuthEllisFiles | Watch on… https://t.co/5kUIFtom7t",-0.5994,0.0,0.163,0.837,33
268,BBC,Sun Mar 18 18:34:14 +0000 2018,"RT @BBC_TopGear: 840bhp goes a little like this…

@Matt_LeBlanc takes the Dodge Challenger SRT #Demon to the drag strip in this Sunday’s @T…",0.204,0.151,0.077,0.772,32
269,BBC,Sun Mar 18 17:18:12 +0000 2018,"RT @bbcthree: Be honest, do you think you'll be this fit at 81? https://t.co/Eca0uGCF6b",0.7331,0.34,0.0,0.66,31
270,BBC,Sun Mar 18 17:04:03 +0000 2018,"🍎🗑 How much food do you throw away? If you're a typical Brit, you probably think it's hardly any.

You're in denial… https://t.co/0bSCbRrZJr",0.0,0.0,0.0,1.0,30
271,BBC,Sun Mar 18 16:33:17 +0000 2018,"❤️️📸Zun Lee wants his photography to give a balanced and nuanced portrayal of black fatherhood.

👉… https://t.co/LodRrr27fd",0.0,0.0,0.0,1.0,29
272,BBC,Sun Mar 18 15:41:04 +0000 2018,"🤰 A doctor explains why you can get pregnant and give birth without having a baby bump. 
👉 https://t.co/nVrSpQoTOT https://t.co/iEEOjZdBKL",0.0,0.0,0.0,1.0,28
273,BBC,Sun Mar 18 14:33:07 +0000 2018,RT @BBCEngland: A number of runners have held their own half-marathon in Reading after the official event was called off due to the snowy w…,0.0772,0.053,0.0,0.947,27
274,BBC,Sun Mar 18 14:28:23 +0000 2018,RT @BBCSport: They’ve done it! Gold for GB’s Menna Fitzpatrick and Jen Kehoe in the visually impaired slalom at the Winter Paralympics. And…,0.0,0.0,0.0,1.0,26
275,BBC,Sun Mar 18 14:18:01 +0000 2018,📱🚗 Why a rise in electric cars could also mean a hike in the cost of your next phone. https://t.co/6i5xFQgRIW,0.0,0.0,0.0,1.0,25
276,BBC,Sun Mar 18 14:08:37 +0000 2018,RT @BBC6Music: ✏️ Which song has the greatest opening line?,0.6369,0.318,0.0,0.682,24
277,BBC,Sun Mar 18 13:45:03 +0000 2018,🎤Pop music is awash with those that released one hit album and never followed it up. Here are 7 huge artists that o… https://t.co/4ukT9drcdG,0.3182,0.095,0.0,0.905,23
278,BBC,Sun Mar 18 13:00:08 +0000 2018,"🍔😲 Would you eat a burger pie?  
#BackInTimeForTea https://t.co/zGWzJwdSlM",0.0,0.0,0.0,1.0,22
279,BBC,Sun Mar 18 12:29:50 +0000 2018,RT @BBCOne: If food is the language of love... https://t.co/5hnYovE94o,0.0,0.0,0.0,1.0,21
280,BBC,Sun Mar 18 11:43:04 +0000 2018,"Ever wondered why David Bowie wore an eye patch?

Strange things artists have worn on stage and the reasons why. 
👉… https://t.co/8zSBXQkLvy",-0.4588,0.0,0.167,0.833,20
281,BBC,Sun Mar 18 10:30:04 +0000 2018,"🍞🥖 Want to learn how to bake bread?

These easy to follow recipes and step-by-step videos will have you baking ever… https://t.co/iXEmj5WJdD",0.4939,0.174,0.0,0.826,19
282,BBC,Sun Mar 18 10:00:08 +0000 2018,"“I regret spending £50,000 on my wedding.” https://t.co/6PxJsDf9dn https://t.co/eJdx7KMmmK",-0.4215,0.0,0.259,0.741,18
283,BBC,Sun Mar 18 09:30:03 +0000 2018,"How to be 20 on the inside, even when you’re 80 on the outside... https://t.co/KB2mqpkrIB",0.0,0.0,0.0,1.0,17
284,BBC,Sun Mar 18 09:19:33 +0000 2018,"RT @BBCNews: Snow and ice are bringing disruption to many parts of the UK - but they're not stopping everyone from having fun 🐶❄️

https://…",0.656,0.212,0.061,0.727,16
285,BBC,Sun Mar 18 09:10:02 +0000 2018,"RT @bbc5live: The beast from the east is back ❄️🌨️

You've been in touch this morning with your #uksnow pics, here are just a few...

What'…",0.0,0.0,0.0,1.0,15
286,BBC,Sat Mar 17 20:02:01 +0000 2018,"These seven celebrities are about to go on the journey of a lifetime... #Pilgrimage
https://t.co/m45UBXJew2",0.0,0.0,0.0,1.0,14
287,BBC,Sat Mar 17 19:21:02 +0000 2018,Can we just take a moment to discuss Eddie Redmanyne's coats?https://t.co/odVkhWyRKs,0.0,0.0,0.0,1.0,13
288,BBC,Sat Mar 17 18:32:01 +0000 2018,"Ouch! 😂🔥@GordonRamsay's daughter is hilarious... 
https://t.co/0dqwntX5uj",0.0,0.0,0.0,1.0,12
289,BBC,Sat Mar 17 18:03:04 +0000 2018,"🐜1⃣2⃣3⃣Sir David Attenborough explores whether there is counting in the natural world. 

David Attenborough's Natur… https://t.co/Q4H4uXR4pt",0.3612,0.143,0.0,0.857,11
290,BBC,Sat Mar 17 17:30:07 +0000 2018,One of the writers for The Simpsons has told @BBCNewsbeat Stephen Hawking was such a big fan of the show - he'd sho… https://t.co/Jjer3V4cYk,0.3182,0.099,0.0,0.901,10
291,BBC,Sat Mar 17 17:00:08 +0000 2018,"🎓📚 'The moment I gave Reese Witherspoon my Legally Blonde dissertation... and yes, it was scented.'
👉… https://t.co/z8x5mqqKoW",0.4767,0.215,0.0,0.785,9
292,BBC,Sat Mar 17 16:39:39 +0000 2018,RT @BBCWorld: Blossom in south-west China captured by drone https://t.co/gIDKUn1La6,0.0,0.0,0.0,1.0,8
293,BBC,Sat Mar 17 15:03:12 +0000 2018,"This year, over 250 landmarks across the globe are going green for #StPatricksDay! 🍀 https://t.co/TlWqU0TXQT https://t.co/i4sW4OaGrQ",0.0,0.0,0.0,1.0,7
294,BBC,Sat Mar 17 14:43:43 +0000 2018,"RT @BBCRadio3: ""Even if we found a complete theory of the universe, it wouldn't remove the need for music"" - #StephenHawking
https://t.co/t…",0.0,0.0,0.0,1.0,6
295,BBC,Sat Mar 17 14:00:30 +0000 2018,⛷❤️ George has autism and other health conditions - but his love of skiing is helping him take on the outside world. https://t.co/kfCzRzkcNY,0.8625,0.301,0.0,0.699,5
296,BBC,Sat Mar 17 13:46:15 +0000 2018,"RT @5liveSport: 'My mates didn't know I was playing @realmadrid'

@ManUtd's @carras16 tells @ColinMurray his friends keep him grounded…

'A…",0.3628,0.143,0.073,0.784,4
297,BBC,Sat Mar 17 13:00:08 +0000 2018,"Yes, Gary Oldman and @BBCEastEnders' Big Mo are brother and sister. 

But do you know these other celeb family ties… https://t.co/dtzMwD3nBB",0.4019,0.119,0.0,0.881,3
298,BBC,Sat Mar 17 12:39:41 +0000 2018,"RT @BBCOne: .@NiallOfficial won't let fame get to his head - Ireland won't allow it. 

Happy #StPatricksDay 🍀 https://t.co/OrWR94HStF",-0.7244,0.0,0.336,0.664,2
299,BBC,Sat Mar 17 12:00:09 +0000 2018,♻️🗑 This shop encourages you to bring your own container from home to save on single-use plastic waste. https://t.co/TdHJSycKtO,0.5106,0.245,0.112,0.643,1
300,nytimes,Tue Mar 20 18:18:04 +0000 2018,"If you liked Kim Kardashian on Facebook, researchers can tell how extroverted (very), conscientious (more than most… https://t.co/Cj11Mh00Kf",0.4215,0.141,0.0,0.859,100
301,nytimes,Tue Mar 20 18:08:21 +0000 2018,"Cynthia Nixon, on her first full day as a candidate, wasted no time in confronting Gov. Cuomo in sharp and personal… https://t.co/dAknK25Uvi",-0.7184,0.0,0.28,0.72,99
302,nytimes,Tue Mar 20 17:58:03 +0000 2018,"A Trump administration proposal would limit the ability of the U.S., Mexico and Canada to warn consumers about the… https://t.co/EcOckxj3e3",0.2263,0.111,0.068,0.821,98
303,nytimes,Tue Mar 20 17:48:02 +0000 2018,"RT @nytimesarts: The story of ""Roxanne's Revenge"" and Roxanne Shanté, who paved the way for Foxy Brown, Lil' Kim, Cardi B and others https:…",-0.5267,0.0,0.134,0.866,97
304,nytimes,Tue Mar 20 17:41:09 +0000 2018,RT @jimrutenberg: EXCLUSIVE/BREAKING: Former Playboy model Karen McDougal sues to get out of “catch and kill” deal with National Enquirer p…,0.0,0.0,0.0,1.0,96
305,nytimes,Tue Mar 20 17:35:50 +0000 2018,A former Playboy model who claimed she had an affair with Donald Trump is suing to be freed from a 2016 legal deal… https://t.co/0aeHzdcgS8,0.2732,0.166,0.083,0.751,95
306,nytimes,Tue Mar 20 17:32:06 +0000 2018,Their pay has stood still. Now Oklahoma teachers could be the next to walk. https://t.co/vCjft7hP9f,-0.1027,0.0,0.091,0.909,94
307,nytimes,Tue Mar 20 17:22:07 +0000 2018,An NYC agency has documented every instance it believes it has caught an police officer lying. But of the 81 cases… https://t.co/DsQTOBOveR,-0.5267,0.0,0.139,0.861,93
308,nytimes,Tue Mar 20 17:06:41 +0000 2018,"Breaking News: President Trump called Vladimir Putin to congratulate him for his re-election victory, days after th… https://t.co/OlTzbOBXZ6",0.4939,0.158,0.0,0.842,92
309,nytimes,Tue Mar 20 17:02:05 +0000 2018,"RT @jeligon: “One of the most popular liberal post-racial ideas is the idea that the fundamental problem is class and not race, and clearly…",0.101,0.111,0.097,0.792,91
310,nytimes,Tue Mar 20 16:55:48 +0000 2018,"• The shooting suspect in the Great Mills high school shooting has been confirmed dead.
• Two students were injured… https://t.co/pvsZWuCHWZ",-0.34,0.154,0.244,0.602,90
311,nytimes,Tue Mar 20 16:52:05 +0000 2018,Mississippi's governor is expected to pick the state's agricultural commissioner — who would be the first woman to… https://t.co/w8trN1KI4m,0.0,0.0,0.0,1.0,89
312,nytimes,Tue Mar 20 16:42:04 +0000 2018,"Next month, the U.S. economic recovery will become the second-longest on record. Here's how it might end. https://t.co/2mLbMtzQCy",0.0,0.0,0.0,1.0,88
313,nytimes,Tue Mar 20 16:32:05 +0000 2018,Are you ready to quit Facebook? (From March 2017) https://t.co/AJ0vqx0nui,0.3612,0.217,0.0,0.783,87
314,nytimes,Tue Mar 20 16:22:24 +0000 2018,"Larry Kwong, the NHL's first player of Asian descent, has died at 94. He played only one game in 1948, but that was… https://t.co/h5RRO4pGmH",-0.1531,0.065,0.088,0.846,86
315,nytimes,Tue Mar 20 16:12:05 +0000 2018,"Canada's outdoor rinks are melting. And with them, so is a way of life. https://t.co/lilvF3C3kS",0.0,0.0,0.0,1.0,85
316,nytimes,Tue Mar 20 16:02:04 +0000 2018,RT @nytlizrobbins: Is he New York state's Joe Arpaio? A lone New York sheriff signs up to aid immigration crackdown. He says it's for publi…,-0.2732,0.0,0.084,0.916,84
317,nytimes,Tue Mar 20 15:52:08 +0000 2018,"La Borinqueña, a Puerto Rican heroine, will be fighting alongside Wonder Woman, Batman, Superman and other DC Comic… https://t.co/gXwfwlBS3T",0.296,0.167,0.113,0.721,83
318,nytimes,Tue Mar 20 15:42:03 +0000 2018,"RT @nytpolitics: Ben Carson told a House committee he failed to adhere to a federal spending cap for the purchase of a $31,000 mahogany din…",-0.5106,0.0,0.136,0.864,82
319,nytimes,Tue Mar 20 15:38:33 +0000 2018,"Ben Carson said the purchase of a $31,000 dining room set for his office wasn't about decoration. It was about safe… https://t.co/ZLE7c2NQuY",0.0,0.0,0.0,1.0,81
320,nytimes,Tue Mar 20 18:18:04 +0000 2018,"If you liked Kim Kardashian on Facebook, researchers can tell how extroverted (very), conscientious (more than most… https://t.co/Cj11Mh00Kf",0.4215,0.141,0.0,0.859,80
321,nytimes,Tue Mar 20 18:08:21 +0000 2018,"Cynthia Nixon, on her first full day as a candidate, wasted no time in confronting Gov. Cuomo in sharp and personal… https://t.co/dAknK25Uvi",-0.7184,0.0,0.28,0.72,79
322,nytimes,Tue Mar 20 17:58:03 +0000 2018,"A Trump administration proposal would limit the ability of the U.S., Mexico and Canada to warn consumers about the… https://t.co/EcOckxj3e3",0.2263,0.111,0.068,0.821,78
323,nytimes,Tue Mar 20 17:48:02 +0000 2018,"RT @nytimesarts: The story of ""Roxanne's Revenge"" and Roxanne Shanté, who paved the way for Foxy Brown, Lil' Kim, Cardi B and others https:…",-0.5267,0.0,0.134,0.866,77
324,nytimes,Tue Mar 20 17:41:09 +0000 2018,RT @jimrutenberg: EXCLUSIVE/BREAKING: Former Playboy model Karen McDougal sues to get out of “catch and kill” deal with National Enquirer p…,0.0,0.0,0.0,1.0,76
325,nytimes,Tue Mar 20 17:35:50 +0000 2018,A former Playboy model who claimed she had an affair with Donald Trump is suing to be freed from a 2016 legal deal… https://t.co/0aeHzdcgS8,0.2732,0.166,0.083,0.751,75
326,nytimes,Tue Mar 20 17:32:06 +0000 2018,Their pay has stood still. Now Oklahoma teachers could be the next to walk. https://t.co/vCjft7hP9f,-0.1027,0.0,0.091,0.909,74
327,nytimes,Tue Mar 20 17:22:07 +0000 2018,An NYC agency has documented every instance it believes it has caught an police officer lying. But of the 81 cases… https://t.co/DsQTOBOveR,-0.5267,0.0,0.139,0.861,73
328,nytimes,Tue Mar 20 17:06:41 +0000 2018,"Breaking News: President Trump called Vladimir Putin to congratulate him for his re-election victory, days after th… https://t.co/OlTzbOBXZ6",0.4939,0.158,0.0,0.842,72
329,nytimes,Tue Mar 20 17:02:05 +0000 2018,"RT @jeligon: “One of the most popular liberal post-racial ideas is the idea that the fundamental problem is class and not race, and clearly…",0.101,0.111,0.097,0.792,71
330,nytimes,Tue Mar 20 16:55:48 +0000 2018,"• The shooting suspect in the Great Mills high school shooting has been confirmed dead.
• Two students were injured… https://t.co/pvsZWuCHWZ",-0.34,0.154,0.244,0.602,70
331,nytimes,Tue Mar 20 16:52:05 +0000 2018,Mississippi's governor is expected to pick the state's agricultural commissioner — who would be the first woman to… https://t.co/w8trN1KI4m,0.0,0.0,0.0,1.0,69
332,nytimes,Tue Mar 20 16:42:04 +0000 2018,"Next month, the U.S. economic recovery will become the second-longest on record. Here's how it might end. https://t.co/2mLbMtzQCy",0.0,0.0,0.0,1.0,68
333,nytimes,Tue Mar 20 16:32:05 +0000 2018,Are you ready to quit Facebook? (From March 2017) https://t.co/AJ0vqx0nui,0.3612,0.217,0.0,0.783,67
334,nytimes,Tue Mar 20 16:22:24 +0000 2018,"Larry Kwong, the NHL's first player of Asian descent, has died at 94. He played only one game in 1948, but that was… https://t.co/h5RRO4pGmH",-0.1531,0.065,0.088,0.846,66
335,nytimes,Tue Mar 20 16:12:05 +0000 2018,"Canada's outdoor rinks are melting. And with them, so is a way of life. https://t.co/lilvF3C3kS",0.0,0.0,0.0,1.0,65
336,nytimes,Tue Mar 20 16:02:04 +0000 2018,RT @nytlizrobbins: Is he New York state's Joe Arpaio? A lone New York sheriff signs up to aid immigration crackdown. He says it's for publi…,-0.2732,0.0,0.084,0.916,64
337,nytimes,Tue Mar 20 15:52:08 +0000 2018,"La Borinqueña, a Puerto Rican heroine, will be fighting alongside Wonder Woman, Batman, Superman and other DC Comic… https://t.co/gXwfwlBS3T",0.296,0.167,0.113,0.721,63
338,nytimes,Tue Mar 20 15:42:03 +0000 2018,"RT @nytpolitics: Ben Carson told a House committee he failed to adhere to a federal spending cap for the purchase of a $31,000 mahogany din…",-0.5106,0.0,0.136,0.864,62
339,nytimes,Tue Mar 20 15:38:33 +0000 2018,"Ben Carson said the purchase of a $31,000 dining room set for his office wasn't about decoration. It was about safe… https://t.co/ZLE7c2NQuY",0.0,0.0,0.0,1.0,61
340,nytimes,Tue Mar 20 15:32:04 +0000 2018,"Andrew McCabe, the former FBI deputy director, was fired late Friday night — on the eve of his retirement. Here’s w… https://t.co/g8NhNgTWtL",-0.5574,0.0,0.153,0.847,60
341,nytimes,Tue Mar 20 15:22:05 +0000 2018,The last male northern white rhino in the world has died. Just 2 northern white rhinos now remain. https://t.co/iGPYGlACEH,-0.5574,0.0,0.175,0.825,59
342,nytimes,Tue Mar 20 15:19:35 +0000 2018,"Meet Nemo and Mickey, the beagles who hunt bedbugs for NYC's Department of Housing Preservation and Development… https://t.co/6pDggDt2Im",0.0,0.0,0.0,1.0,58
343,nytimes,Tue Mar 20 15:12:05 +0000 2018,"""I didn't even know what tuberculosis was,"" one woman said. ""Then my mother died and because nobody in my family ha… https://t.co/H5y5h3iA74",-0.5574,0.0,0.146,0.854,57
344,nytimes,Tue Mar 20 15:02:04 +0000 2018,The Federal Trade Commission is investigating whether Facebook violated an agreement on data privacy https://t.co/WTUVDrck2a,-0.0516,0.163,0.173,0.663,56
345,nytimes,Tue Mar 20 15:02:04 +0000 2018,RT @UpshotNYT: What recent special elections can and can't tell us about prospects for Democrats in the 2018 midterms. https://t.co/IvyvHVo…,0.5994,0.214,0.0,0.786,55
346,nytimes,Tue Mar 20 14:52:05 +0000 2018,"New York is getting ready for yet another major snowstorm, just in time for the first day of spring https://t.co/zaiixeU3IV",0.3612,0.116,0.0,0.884,54
347,nytimes,Tue Mar 20 14:42:03 +0000 2018,"RT @NYTSports: “This is the real March Madness.” 32 teams, seven days and one shared hotel. It's the @NAIA tournament. https://t.co/jmeABGb…",0.34,0.107,0.0,0.893,53
348,nytimes,Tue Mar 20 14:40:08 +0000 2018,"Your daily @DealBook Briefing: 

• Facebook had a terrible day.

• So did Uber.

• Leaders at the G-20 summit are s… https://t.co/pA9s2WtIhM",-0.4767,0.0,0.147,0.853,52
349,nytimes,Tue Mar 20 14:33:17 +0000 2018,"3 people were injured in a high school shooting in Great Mills, Maryland https://t.co/KhSQHiGmvW",0.34,0.244,0.161,0.595,51
350,nytimes,Tue Mar 20 14:32:06 +0000 2018,Nigerian officials had been warned that Boko Haram militants were approaching before 110 schoolgirls were kidnapped… https://t.co/3EzNLJixMI,-0.2732,0.0,0.116,0.884,50
351,nytimes,Tue Mar 20 14:22:02 +0000 2018,Facebook’s open platform for apps helped it grow. But it has become a privacy nightmare. https://t.co/00Y2uFFUH3,0.0,0.0,0.0,1.0,49
352,nytimes,Tue Mar 20 14:10:31 +0000 2018,"In Opinion 

The Editorial Board writes: Lawmakers and regulators need to force Facebook to quickly identify and al… https://t.co/Tyw2AIc5K2",0.0,0.0,0.0,1.0,48
353,nytimes,Tue Mar 20 14:00:28 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/SWJ1ymff77 https://t.co/DSPkK8sSdL,0.0,0.0,0.0,1.0,47
354,nytimes,Tue Mar 20 13:46:07 +0000 2018,Experts fear that Venezuela is teetering on the brink of a tuberculosis epidemic that could spill over its borders… https://t.co/zqYZEWeISP,-0.4939,0.0,0.151,0.849,46
355,nytimes,Tue Mar 20 13:30:06 +0000 2018,What we know about the bombings and explosions in Austin and San Antonio https://t.co/TOvCv2aqTe https://t.co/n7sDDSlH8j,0.0,0.0,0.0,1.0,45
356,nytimes,Tue Mar 20 13:17:05 +0000 2018,A package that exploded at a FedEx center near San Antonio was addressed to Austin and was believed to be connected… https://t.co/Vzaq1ejguz,0.0,0.0,0.0,1.0,44
357,nytimes,Tue Mar 20 13:00:11 +0000 2018,"""When I deployed to Iraq in 2003, there was no war. We had to start it,"" a former Marine Corps tanker writes https://t.co/RYFCbhplRc",-0.7269,0.0,0.243,0.757,43
358,nytimes,Tue Mar 20 12:45:04 +0000 2018,The Uber car was in autonomous mode with a human safety driver at the wheel but carrying no passengers when it stru… https://t.co/I5FryTdFCz,-0.2263,0.077,0.113,0.81,42
359,nytimes,Tue Mar 20 12:28:03 +0000 2018,"Education Secretary Betsy DeVos has clashed with staff members over a reorganization plan, which they say she tried… https://t.co/SlIjmhturB",0.0,0.0,0.0,1.0,41
360,nytimes,Tue Mar 20 12:15:08 +0000 2018,"Andrew Cuomo directed the state attorney general to review how the Manhattan district attorney, Cyrus Vance, handle… https://t.co/BHP29AUBm9",0.0,0.0,0.0,1.0,40
361,nytimes,Tue Mar 20 12:00:06 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/dUPBGiOjj1 https://t.co/vkuvAEbjDz,0.0,0.0,0.0,1.0,39
362,nytimes,Tue Mar 20 11:50:08 +0000 2018,"In Opinion

Op-Ed columnist @michelleinbklyn writes: ""If the Trump campaign had a social media advantage, one reaso… https://t.co/uza16auFHK",0.25,0.111,0.0,0.889,38
363,nytimes,Tue Mar 20 11:39:04 +0000 2018,"""Thanks to Britain, they've ensured a level of turnout we weren't hoping to achieve by ourselves."" Russia has credi… https://t.co/6vZ9ZGFnhB",0.1451,0.13,0.105,0.765,37
364,nytimes,Tue Mar 20 11:30:07 +0000 2018,"""The company regrets that it cannot undo the damage Harvey Weinstein caused, but hopes that today's events will mar… https://t.co/RAclA0ufYj",0.5809,0.227,0.072,0.701,36
365,nytimes,Tue Mar 20 11:20:08 +0000 2018,A look at how the most powerful man in Russia is staying that way https://t.co/FfeEbyu00E,0.4754,0.192,0.0,0.808,35
366,nytimes,Tue Mar 20 11:11:05 +0000 2018,"Steven Mnuchin: ""The objective is not to put tariffs on everybody but to solve the issue"" https://t.co/VErv4gPvSS",0.296,0.121,0.0,0.879,34
367,nytimes,Tue Mar 20 11:00:04 +0000 2018,"President Trump has weighed aloud in recent days to close associates whether to dismiss his lawyer Ty Cobb, who had… https://t.co/Ca6ekto0ZX",0.3818,0.115,0.0,0.885,33
368,nytimes,Tue Mar 20 10:44:03 +0000 2018,"In Opinion 

Op-Ed contributor Sinan Antoon writes: ""The invasion of Iraq is often spoken of in the United States a… https://t.co/ulyJNeBDLY",0.4215,0.123,0.0,0.877,32
369,nytimes,Tue Mar 20 10:36:06 +0000 2018,"Morning Briefing: Here's what you need to know to start your day 
https://t.co/OnA4rHBW9i https://t.co/BAD5GT7f8L",0.0,0.0,0.0,1.0,31
370,nytimes,Tue Mar 20 10:14:01 +0000 2018,RT @nytimesworld: NGOs operate about 40 women's shelters in Afghanistan. The Afghan government is seeking to take financial control of them…,0.0,0.0,0.0,1.0,30
371,nytimes,Tue Mar 20 10:00:07 +0000 2018,"Britain's foreign secretary said that Russia's denials of responsibility in the poisoning of a former spy were ""inc… https://t.co/yavwUc9rpH",-0.5859,0.0,0.183,0.817,29
372,nytimes,Tue Mar 20 09:45:09 +0000 2018,"At a conference on whale biology in 1971, a female attendee was photographed but not identified. Last week, a team… https://t.co/lvcWO61ksG",0.0,0.0,0.0,1.0,28
373,nytimes,Tue Mar 20 09:30:14 +0000 2018,"The Weinstein Company said it released anyone ""who suffered or witnessed any form of sexual misconduct by Harvey We… https://t.co/nHS3fvgzBX",-0.4939,0.0,0.144,0.856,27
374,nytimes,Tue Mar 20 09:15:06 +0000 2018,British and EU negotiators agreed on the terms of a 21-month Brexit transition https://t.co/VMU82Vx0X2,0.2732,0.149,0.0,0.851,26
375,nytimes,Tue Mar 20 09:00:18 +0000 2018,A Facebook executive who urged transparency on Russian disinformation is said to be leaving after clashing with oth… https://t.co/YIe5Pp6zb7,0.0,0.0,0.0,1.0,25
376,nytimes,Tue Mar 20 08:45:06 +0000 2018,5 important takeaways from China's National People's Congress https://t.co/ktm54IYt4R,0.2023,0.205,0.0,0.795,24
